TotalEpisodes,TotalSteps,AverageStepsPerEpisode,AverageRewardPerEpisode,HighestReward, ConvergenceQValue, ExplorationRate
404,21646,53.57921,-0.845297,175,0.3704288,0.1
405,21674,53.51605,-0.8728395,175,0.3704054,0.1
406,21706,53.46305,-0.752463,175,0.3701292,0.1
407,21738,53.41032,-0.7702703,175,0.3702923,0.1
408,21770,53.35784,-0.7683824,175,0.3707094,0.1
409,21801,53.30318,-0.7933986,175,0.3704813,0.1
410,21833,53.25122,-0.7329268,175,0.3700008,0.1
411,21860,53.18735,-0.7092457,175,0.3700625,0.1
412,21890,53.13107,-0.6832525,175,0.3700577,0.1
413,21922,53.0799,-0.7590799,175,0.3702309,0.1
414,21952,53.02415,-0.7137681,175,0.3704384,0.1
415,21983,52.97108,-0.6036144,175,0.3705469,0.1
416,22014,52.91827,-0.5709134,175,0.3703322,0.1
417,22045,52.86571,-0.5191846,175,0.3705502,0.1
418,22076,52.8134,-0.4485646,175,0.3705045,0.1
419,22107,52.76134,-0.4164678,175,0.3707129,0.1
420,22136,52.70476,-0.4178571,175,0.3709048,0.1
421,22167,52.65321,-0.4619952,175,0.3712576,0.1
422,22198,52.60189,-0.3542654,175,0.3712047,0.1
423,22228,52.54846,-0.4243499,175,0.3711908,0.1
424,22259,52.49764,-0.4115566,175,0.3711926,0.1
425,22290,52.44706,-0.3423529,175,0.3714494,0.1
426,22320,52.39437,-0.3931925,175,0.3715635,0.1
427,22349,52.33958,-0.3758782,175,0.3713148,0.1
428,22376,52.28037,-0.3913551,175,0.3709644,0.1
429,22406,52.22844,-0.4044289,175,0.3710566,0.1
430,22436,52.17674,-0.3988372,175,0.370709,0.1
431,22466,52.12529,-0.3932715,175,0.3710449,0.1
432,22496,52.07407,-0.4247685,175,0.371249,0.1
433,22527,52.02541,-0.3937644,175,0.3710311,0.1
434,22557,51.97466,-0.2960829,175,0.3711786,0.1
435,22586,51.92184,-0.316092,175,0.3709361,0.1
436,22615,51.86927,-0.2626147,175,0.3702499,0.1
437,22645,51.81922,-0.1475973,175,0.3705552,0.1
438,22675,51.76941,-0.1061644,175,0.3702331,0.1
439,22704,51.71754,-0.1628702,175,0.3699403,0.1
440,22733,51.66591,-0.09204546,175,0.3694888,0.1
441,22762,51.61451,-0.05782313,175,0.3695191,0.1
442,22791,51.56335,-0.05995475,175,0.3691567,0.1
443,22820,51.51242,-0.007900678,175,0.3683841,0.1
444,22848,51.45946,0.001126126,175,0.3684665,0.1
445,22877,51.40899,0.03483146,175,0.3682775,0.1
446,22905,51.3565,-0.0280269,175,0.368549,0.1
447,22934,51.30649,-0.08389262,175,0.3686227,0.1
448,22963,51.25669,-0.06808036,175,0.3684273,0.1
449,22991,51.2049,-0.05902005,175,0.3684506,0.1
450,23020,51.15556,-0.09666666,175,0.3685292,0.1
451,23045,51.09756,-0.08980044,175,0.3686546,0.1
452,23072,51.04425,-0.1227876,175,0.3681712,0.1
453,23101,50.99559,-0.03642384,175,0.3679562,0.1
454,23130,50.94714,0.01431718,175,0.3677155,0.1
455,23159,50.8989,0.04725275,175,0.3679284,0.1
456,23188,50.85088,0.02741228,175,0.3679208,0.1
457,23215,50.79869,0.01203501,175,0.3680582,0.1
458,23244,50.75109,0.07969432,175,0.367553,0.1
459,23273,50.7037,0.1122004,175,0.3670778,0.1
460,23302,50.65652,0.1271739,175,0.3673841,0.1
461,23325,50.59653,0.137744,175,0.3671711,0.1
462,23347,50.53463,0.1590909,175,0.3673445,0.1
463,23376,50.48812,0.1565875,175,0.3672513,0.1
464,23403,50.4375,0.1584052,175,0.3668652,0.1
465,23431,50.38925,0.2526882,175,0.3671233,0.1
466,23460,50.34335,0.1641631,175,0.3673148,0.1
467,23490,50.29979,0.1680942,175,0.3669095,0.1
468,23519,50.25427,0.1826923,175,0.3663974,0.1
469,23547,50.20682,0.2420043,175,0.3662118,0.1
470,23576,50.1617,0.2734042,175,0.3665433,0.1
471,23605,50.11677,0.2707006,175,0.3661917,0.1
472,23634,50.07203,0.3019068,175,0.3654209,0.1
473,23663,50.02748,0.2991543,175,0.3656068,0.1
474,23692,49.98312,0.3132911,175,0.3661401,0.1
475,23722,49.94105,0.3336842,175,0.3662882,0.1
476,23751,49.89706,0.3476891,175,0.365877,0.1
477,23778,49.84906,0.3658281,175,0.3657487,0.1
478,23803,49.79707,0.3211297,175,0.3657463,0.1
479,23832,49.75365,0.3016701,175,0.3653427,0.1
480,23861,49.71041,0.265625,175,0.3657653,0.1
481,23890,49.66736,0.2796258,175,0.3653426,0.1
482,23920,49.62656,0.2665975,175,0.3651685,0.1
483,23947,49.57971,0.2349896,175,0.3647609,0.1
484,23976,49.53719,0.232438,175,0.3643491,0.1
485,24005,49.49485,0.2134021,175,0.3642617,0.1
486,24034,49.45267,0.2273663,175,0.3639131,0.1
487,24063,49.41068,0.2412731,175,0.3637895,0.1
488,24092,49.36885,0.255123,175,0.3638411,0.1
489,24120,49.32515,0.2300614,175,0.3642291,0.1
490,24149,49.28367,0.2112245,175,0.3643813,0.1
491,24177,49.24033,0.2678208,175,0.3633278,0.1
492,24205,49.19715,0.2428862,175,0.3633915,0.1
493,24233,49.15416,0.2829615,175,0.3636974,0.1
494,24260,49.10931,0.3168016,175,0.3639064,0.1
495,24286,49.06263,0.3121212,175,0.3633774,0.1
496,24314,49.02016,0.2711694,175,0.3635597,0.1
497,24341,48.97586,0.3692153,175,0.3635994,0.1
498,24369,48.93373,0.2801205,175,0.363812,0.1
499,24396,48.88978,0.2975952,175,0.363478,0.1
500,24423,48.846,0.283,175,0.3630634,0.1
501,24450,48.80239,0.3003992,175,0.3632316,0.1
502,24478,48.76096,0.2599601,175,0.3627736,0.1
503,24505,48.71769,0.277336,175,0.3628849,0.1
504,24532,48.6746,0.2628968,175,0.3630081,0.1
505,24560,48.63366,0.2544554,175,0.362748,0.1
506,24586,48.58893,0.2658103,175,0.3628879,0.1
507,24613,48.54635,0.2514793,175,0.3629394,0.1
508,24640,48.50394,0.2844488,175,0.362741,0.1
509,24667,48.46169,0.2387033,175,0.362787,0.1
510,24694,48.41961,0.2401961,175,0.3621036,0.1
511,24720,48.37573,0.2671233,175,0.3617995,0.1
512,24746,48.33203,0.2626953,175,0.3618727,0.1
513,24773,48.29045,0.248538,175,0.3618944,0.1
514,24800,48.24903,0.2344358,175,0.3620555,0.1
515,24827,48.20777,0.1893204,175,0.3618203,0.1
516,24853,48.16473,0.2315892,175,0.3616667,0.1
517,24880,48.12379,0.3259188,175,0.3611922,0.1
518,24908,48.08494,0.3021235,175,0.3609335,0.1
519,24935,48.04432,0.3034682,175,0.3610404,0.1
520,24962,48.00385,0.2894231,175,0.3610533,0.1
521,24990,47.96545,0.2504798,175,0.3609484,0.1
522,25017,47.92529,0.23659,175,0.3610992,0.1
523,25044,47.88528,0.2686425,175,0.3612212,0.1
524,25071,47.84542,0.3158397,175,0.3610784,0.1
525,25099,47.80762,0.292381,175,0.3611859,0.1
526,25126,47.76806,0.263308,175,0.3612302,0.1
527,25152,47.72676,0.3197343,175,0.361153,0.1
528,25177,47.68371,0.3248106,175,0.361358,0.1
529,25204,47.64461,0.3109641,175,0.3615412,0.1
530,25231,47.60566,0.3273585,175,0.3619019,0.1
531,25259,47.56874,0.2740113,175,0.3622346,0.1
532,25286,47.53008,0.2453008,175,0.361919,0.1
533,25313,47.49156,0.2317073,175,0.3614033,0.1
534,25340,47.45318,0.2031835,175,0.3609847,0.1
535,25368,47.41682,0.2401869,175,0.3606145,0.1
536,25396,47.3806,0.2770523,175,0.3600405,0.1
537,25423,47.34264,0.2783985,175,0.3595729,0.1
538,25450,47.30483,0.2648699,175,0.3592819,0.1
539,25478,47.26902,0.3460111,175,0.3589326,0.1
540,25505,47.23148,0.3472222,175,0.3592439,0.1
541,25530,47.19039,0.3456562,175,0.3592452,0.1
542,25557,47.15314,0.3321033,175,0.3595808,0.1
543,25584,47.11602,0.3186004,175,0.3594877,0.1
544,25610,47.07721,0.2996323,175,0.3593601,0.1
545,25634,47.03486,0.3431193,175,0.3594169,0.1
546,25660,46.99634,0.3827839,175,0.3596539,0.1
547,25687,46.95978,0.3546618,175,0.359737,0.1
548,25713,46.92153,0.3795621,175,0.3599404,0.1
549,25740,46.88525,0.3661202,175,0.3597545,0.1
550,25766,46.84727,0.3618182,175,0.3599975,0.1
551,25791,46.80762,0.337568,175,0.360247,0.1
552,25818,46.77174,0.3677536,175,0.3605897,0.1
553,25845,46.73598,0.4267631,175,0.3609385,0.1
554,25871,46.69855,0.4368231,175,0.3608,0.1
555,25897,46.66126,0.4036036,175,0.3607884,0.1
556,25923,46.6241,0.4424461,175,0.3610236,0.1
557,25950,46.58887,0.4003591,175,0.3612515,0.1
558,25975,46.55018,0.390681,175,0.3605373,0.1
559,26000,46.51163,0.4669052,175,0.3608446,0.1
560,26027,46.47679,0.4535714,175,0.3605303,0.1
561,26050,46.43494,0.4331551,175,0.3601907,0.1
562,26076,46.39857,0.5284697,175,0.360593,0.1
563,26100,46.35879,0.5275311,175,0.3603823,0.1
564,26127,46.32447,0.5283688,175,0.3601667,0.1
565,26152,46.28672,0.5327433,175,0.3600408,0.1
566,26178,46.25089,0.5282686,175,0.3602009,0.1
567,26203,46.21341,0.6313933,175,0.360324,0.1
568,26229,46.17782,0.6549296,175,0.3602629,0.1
569,26254,46.1406,0.6309314,175,0.360128,0.1
570,26280,46.10526,0.668421,175,0.3604406,0.1
571,26305,46.0683,0.6444834,175,0.3606554,0.1
572,26330,46.03147,0.6066434,175,0.3607703,0.1
573,26355,45.99477,0.5968586,175,0.3608127,0.1
574,26380,45.95819,0.6010453,175,0.3605972,0.1
575,26400,45.91304,0.6069565,175,0.3603384,0.1
576,26424,45.875,0.5920139,175,0.3598534,0.1
577,26449,45.83882,0.6239168,175,0.3592891,0.1
578,26472,45.79931,0.6176471,175,0.3591682,0.1
579,26497,45.76339,0.5803109,175,0.359183,0.1
580,26521,45.72586,0.5655172,175,0.3593071,0.1
581,26547,45.69191,0.5611016,175,0.3590205,0.1
582,26570,45.65292,0.5274914,175,0.3589208,0.1
583,26594,45.61578,0.5951973,175,0.3582409,0.1
584,26619,45.58048,0.599315,175,0.358522,0.1
585,26643,45.54359,0.5982906,175,0.3584307,0.1
586,26667,45.50682,0.5836177,175,0.3577048,0.1
587,26690,45.46848,0.5502555,175,0.3578875,0.1
588,26715,45.43367,0.5272109,175,0.3574417,0.1
589,26740,45.39898,0.5042445,175,0.3570103,0.1
590,26764,45.36271,0.5169492,175,0.3570326,0.1
591,26789,45.32826,0.4805415,175,0.3571305,0.1
592,26813,45.29223,0.4662162,175,0.3570616,0.1
593,26838,45.25801,0.4435076,175,0.3565912,0.1
594,26860,45.21886,0.4326599,175,0.3565201,0.1
595,26885,45.18488,0.3966387,175,0.3563228,0.1
596,26910,45.15101,0.4144295,175,0.356492,0.1
597,26934,45.11558,0.4137353,175,0.3567413,0.1
598,26959,45.08194,0.3913043,175,0.3567604,0.1
599,26983,45.04675,0.4307179,175,0.3563567,0.1
600,27008,45.01333,0.5016667,175,0.3564259,0.1
601,27032,44.97837,0.4875208,175,0.3563189,0.1
602,27057,44.94518,0.5315614,175,0.3564799,0.1
603,27082,44.91211,0.5356551,175,0.3566417,0.1
604,27108,44.88079,0.5314569,175,0.35698,0.1
605,27133,44.84793,0.5487604,175,0.3565877,0.1
606,27158,44.81518,0.5792079,175,0.3566529,0.1
607,27183,44.78254,0.6227348,175,0.3565991,0.1
608,27209,44.75164,0.5657895,175,0.3567597,0.1
609,27234,44.71921,0.5697865,175,0.3563839,0.1
610,27260,44.68853,0.5131148,175,0.3566077,0.1
611,27281,44.64975,0.4713584,175,0.356318,0.1
612,27306,44.61765,0.4624183,175,0.3564988,0.1
613,27331,44.58564,0.4274062,175,0.3565833,0.1
614,27357,44.55537,0.3713355,175,0.3568816,0.1
615,27381,44.52195,0.3447154,175,0.3568161,0.1
616,27407,44.49188,0.3538961,175,0.3567973,0.1
617,27431,44.45867,0.3792545,175,0.3566269,0.1
618,27457,44.4288,0.3883495,175,0.3568274,0.1
619,27482,44.39742,0.3796446,175,0.356981,0.1
620,27508,44.36774,0.4016129,175,0.3569562,0.1
621,27533,44.33656,0.4057971,175,0.3568802,0.1
622,27557,44.30386,0.4180064,175,0.3566491,0.1
623,27582,44.27287,0.3836276,175,0.3561194,0.1
624,27607,44.24199,0.3878205,175,0.3557711,0.1
625,27631,44.2096,0.4256,175,0.3560152,0.1
626,27657,44.18051,0.4217252,175,0.3559894,0.1
627,27680,44.14673,0.4162679,175,0.3559914,0.1
628,27702,44.11147,0.4315287,175,0.3559677,0.1
629,27727,44.08108,0.4228935,175,0.355567,0.1
630,27752,44.05079,0.4142857,175,0.3556755,0.1
631,27776,44.01902,0.362916,175,0.355873,0.1
632,27801,43.98893,0.3797468,175,0.355727,0.1
633,27826,43.95893,0.4091627,175,0.3558958,0.1
634,27850,43.92744,0.4211356,175,0.3557572,0.1
635,27875,43.89764,0.4125984,175,0.356102,0.1
636,27900,43.86792,0.3789308,175,0.355885,0.1
637,27924,43.83673,0.3657771,175,0.3551211,0.1
638,27949,43.80721,0.3699059,175,0.35504,0.1
639,27973,43.77621,0.3693271,175,0.3547863,0.1
640,27997,43.74531,0.39375,175,0.3545882,0.1
641,28022,43.71607,0.4102964,175,0.3548379,0.1
642,28048,43.68847,0.4190031,175,0.3547941,0.1
643,28073,43.65941,0.4852255,175,0.3548957,0.1
644,28095,43.62578,0.5124224,175,0.3549653,0.1
645,28120,43.5969,0.516279,175,0.3549665,0.1
646,28144,43.56656,0.4907121,175,0.3550581,0.1
647,28169,43.53787,0.5069552,175,0.3551672,0.1
648,28193,43.50772,0.5308642,175,0.3548337,0.1
649,28218,43.4792,0.5100154,175,0.3551776,0.1
650,28242,43.44923,0.5215384,175,0.3553577,0.1
651,28267,43.42089,0.5130568,175,0.3553606,0.1
652,28290,43.38957,0.4953988,175,0.35555,0.1
653,28315,43.36141,0.5114855,175,0.3556218,0.1
654,28339,43.33181,0.559633,175,0.355441,0.1
655,28362,43.30076,0.578626,175,0.3553721,0.1
656,28386,43.27134,0.6387195,175,0.3546841,0.1
657,28410,43.24201,0.6255708,175,0.3543485,0.1
658,28432,43.20973,0.6519757,175,0.354497,0.1
659,28455,43.17906,0.6585736,175,0.3548072,0.1
660,28478,43.14848,0.6287879,175,0.3549725,0.1
661,28500,43.11649,0.6308624,175,0.3547755,0.1
662,28523,43.0861,0.6253777,175,0.3545714,0.1
663,28547,43.05732,0.6244344,175,0.3542433,0.1
664,28570,43.02711,0.6189759,175,0.3544482,0.1
665,28594,42.9985,0.6421053,175,0.3540669,0.1
666,28618,42.96997,0.6531532,175,0.3542525,0.1
667,28641,42.94003,0.6836582,175,0.3545136,0.1
668,28664,42.91018,0.6661677,175,0.3544178,0.1
669,28688,42.88191,0.6890882,175,0.3546154,0.1
670,28710,42.85075,0.702985,175,0.3540531,0.1
671,28733,42.82116,0.7213115,175,0.3541584,0.1
672,28757,42.79316,0.7321429,175,0.3543661,0.1
673,28780,42.76374,0.7147102,175,0.3545769,0.1
674,28803,42.73442,0.6973294,175,0.3545365,0.1
675,28827,42.70667,0.7318519,175,0.3546354,0.1
676,28850,42.67751,0.7263314,175,0.3546721,0.1
677,28871,42.6455,0.7119645,175,0.3547832,0.1
678,28894,42.61652,0.7536873,175,0.3550069,0.1
679,28917,42.58763,0.7599411,175,0.3546271,0.1
680,28940,42.55882,0.8014706,175,0.3548022,0.1
681,28961,42.52716,0.8340675,175,0.3546206,0.1
682,28985,42.5,0.8328446,175,0.3545097,0.1
683,29008,42.47145,0.8389458,175,0.3544101,0.1
684,29030,42.44152,0.875731,175,0.3544986,0.1
685,29053,42.41314,0.8583941,175,0.3545368,0.1
686,29077,42.3863,0.845481,175,0.3546256,0.1
687,29100,42.35808,0.8515284,175,0.3544195,0.1
688,29124,42.33139,0.8968023,175,0.3545807,0.1
689,29148,42.30479,0.8606676,175,0.3542146,0.1
690,29171,42.27681,0.9130435,175,0.3540744,0.1
691,29195,42.25036,0.9001447,175,0.3542238,0.1
692,29219,42.22399,0.8757225,175,0.3541568,0.1
693,29241,42.19481,0.9004329,175,0.3542873,0.1
694,29262,42.16426,0.8976945,175,0.3542871,0.1
695,29286,42.13813,0.8964029,175,0.35364,0.1
696,29309,42.11063,0.8678161,175,0.3538606,0.1
697,29330,42.08035,0.876614,175,0.3539926,0.1
698,29354,42.05444,0.8638968,175,0.3538648,0.1
699,29377,42.02718,0.8240343,175,0.3540854,0.1
700,29400,42,0.8414286,175,0.353969,0.1
701,29422,41.97147,0.831669,175,0.3538855,0.1
702,29445,41.94444,0.8034188,175,0.3537934,0.1
703,29469,41.91892,0.7795163,175,0.3538424,0.1
704,29492,41.89204,0.7514204,175,0.3536487,0.1
705,29516,41.86666,0.7163121,175,0.3537382,0.1
706,29540,41.84136,0.7379603,175,0.3536988,0.1
707,29563,41.81471,0.7213578,175,0.3539092,0.1
708,29587,41.78955,0.6977401,175,0.3540768,0.1
709,29610,41.76305,0.7263752,175,0.3536517,0.1
710,29632,41.73521,0.7507042,175,0.3535097,0.1
711,29654,41.70745,0.7299578,175,0.3537589,0.1
712,29678,41.68258,0.6839887,175,0.3533863,0.1
713,29697,41.65077,0.6956522,175,0.3534395,0.1
714,29720,41.62465,0.7352941,175,0.3533388,0.1
715,29743,41.5986,0.7412587,175,0.3532708,0.1
716,29767,41.57402,0.7625698,175,0.353311,0.1
717,29790,41.54812,0.735007,175,0.3529713,0.1
718,29814,41.52368,0.7674094,175,0.3530705,0.1
719,29838,41.49931,0.7552156,175,0.3530689,0.1
720,29850,41.45833,0.6819444,175,0.3522387,0.1
721,29873,41.43273,0.6879334,175,0.3519669,0.1
722,29896,41.4072,0.7049862,175,0.3518078,0.1
723,29919,41.38174,0.7441217,175,0.3518334,0.1
724,29941,41.35497,0.7458563,175,0.3514442,0.1
725,29962,41.3269,0.7986207,175,0.3512096,0.1
726,29986,41.30303,0.8305785,175,0.3512587,0.1
727,30008,41.27648,0.8101788,175,0.351024,0.1
728,30029,41.24863,0.8296703,175,0.3509435,0.1
729,30050,41.22085,0.8381344,175,0.350985,0.1
730,30072,41.19452,0.839726,175,0.3509741,0.1
731,30094,41.16826,0.8194255,175,0.350939,0.1
732,30117,41.14344,0.8251366,175,0.3509987,0.1
733,30139,41.11732,0.7939973,175,0.350936,0.1
734,30160,41.08992,0.8024523,175,0.3508495,0.1
735,30182,41.06395,0.7823129,175,0.3505277,0.1
736,30203,41.03669,0.7690217,175,0.3502377,0.1
737,30226,41.01221,0.7639077,175,0.3501575,0.1
738,30248,40.98645,0.7283198,175,0.3501947,0.1
739,30270,40.96076,0.6975643,175,0.3501686,0.1
740,30291,40.93378,0.6736487,175,0.3496996,0.1
741,30312,40.90688,0.6390014,175,0.3492912,0.1
742,30333,40.88005,0.6367925,175,0.3492375,0.1
743,30353,40.85195,0.6520861,175,0.3492416,0.1
744,30374,40.82527,0.6498656,175,0.3488475,0.1
745,30396,40.8,0.6302013,175,0.3486669,0.1
746,30419,40.77614,0.6575067,175,0.3486207,0.1
747,30431,40.73762,0.6726907,175,0.3488141,0.1
748,30440,40.69519,0.6925133,175,0.3488981,0.1
749,30449,40.65287,0.716956,175,0.3483877,0.1
750,30464,40.61867,0.712,175,0.3482932,0.1
751,30482,40.58855,0.713715,175,0.3481042,0.1
752,30503,40.5625,0.7007979,175,0.3479512,0.1
753,30525,40.53785,0.7025232,175,0.3477786,0.1
754,30547,40.51326,0.7360743,175,0.3478494,0.1
755,30569,40.48874,0.7377483,175,0.3475676,0.1
756,30590,40.46296,0.7354497,175,0.3476579,0.1
757,30612,40.43857,0.7265522,175,0.3472999,0.1
758,30634,40.41425,0.7176781,175,0.3475936,0.1
759,30656,40.38999,0.6982872,175,0.3475305,0.1
760,30673,40.35921,0.6861842,175,0.3474691,0.1
761,30695,40.33509,0.6879106,175,0.3475434,0.1
762,30717,40.31102,0.6686352,175,0.3475711,0.1
763,30740,40.28833,0.6743119,175,0.3475118,0.1
764,30761,40.26309,0.6721204,175,0.3476995,0.1
765,30784,40.24052,0.6673203,175,0.3478801,0.1
766,30806,40.21671,0.6377285,175,0.3475726,0.1
767,30829,40.19426,0.6329857,175,0.347183,0.1
768,30850,40.16927,0.6412761,175,0.3469884,0.1
769,30871,40.14434,0.6495448,175,0.3461716,0.1
770,30893,40.12078,0.6305195,175,0.3458619,0.1
771,30915,40.09727,0.6219196,175,0.3455456,0.1
772,30937,40.07383,0.6237047,175,0.3453115,0.1
773,30959,40.05045,0.6358344,175,0.344831,0.1
774,30977,40.02197,0.6324289,175,0.3446228,0.1
775,30994,39.99226,0.6251613,175,0.3440387,0.1
776,31010,39.96134,0.6243557,175,0.3437919,0.1
777,31025,39.92921,0.6093951,175,0.3435458,0.1
778,31040,39.89717,0.6047558,175,0.3429025,0.1
779,31055,39.86521,0.6103979,175,0.3426468,0.1
780,31070,39.83333,0.575,175,0.3422819,0.1
781,31087,39.8041,0.5883483,175,0.3418379,0.1
782,31103,39.77366,0.5773658,175,0.3416972,0.1
783,31119,39.74329,0.545977,175,0.3413162,0.1
784,31135,39.71301,0.5350766,175,0.3411535,0.1
785,31150,39.68153,0.4592357,175,0.3405372,0.1
786,31166,39.6514,0.4382952,175,0.3401839,0.1
787,31181,39.62008,0.3932656,175,0.3396238,0.1
788,31197,39.5901,0.3826142,175,0.3393178,0.1
789,31212,39.55894,0.3580482,175,0.3391827,0.1
790,31229,39.53038,0.3411392,175,0.3388143,0.1
791,31245,39.50063,0.3204804,175,0.3386101,0.1
792,31261,39.47096,0.2796717,175,0.337991,0.1
793,31277,39.44136,0.2692308,175,0.3377756,0.1
794,31292,39.41058,0.2651134,175,0.3376231,0.1
795,31309,39.38239,0.2685535,175,0.3373538,0.1
796,31325,39.35302,0.2682161,175,0.3370384,0.1
797,31341,39.32372,0.2678795,175,0.336814,0.1
798,31356,39.29323,0.2738095,175,0.3367172,0.1
799,31371,39.26283,0.2797247,175,0.33613,0.1
800,31388,39.235,0.253125,175,0.3356998,0.1
